date,W875RX1_20100528,W875RX1_20100628,W875RX1_20100803,W875RX1_20100830,W875RX1_20101001,W875RX1_20101101,W875RX1_20101124,W875RX1_20101223,W875RX1_20110131,W875RX1_20110228,W875RX1_20110328,W875RX1_20110429,W875RX1_20110527,W875RX1_20110627,W875RX1_20110802,W875RX1_20110829,W875RX1_20110930,W875RX1_20111028,W875RX1_20111123,W875RX1_20111223,W875RX1_20120130,W875RX1_20120301,W875RX1_20120330,W875RX1_20120430,W875RX1_20120601,W875RX1_20120629,W875RX1_20120731,W875RX1_20120830,W875RX1_20120928,W875RX1_20121029,W875RX1_20121130,W875RX1_20121221,W875RX1_20130131,W875RX1_20130301,W875RX1_20130329,W875RX1_20130429,W875RX1_20130531,W875RX1_20130627,W875RX1_20130802,W875RX1_20130830,W875RX1_20130927,W875RX1_20131108,W875RX1_20131206,W875RX1_20131223,W875RX1_20140131,W875RX1_20140303,W875RX1_20140328,W875RX1_20140501,W875RX1_20140530,W875RX1_20140626,W875RX1_20140801,W875RX1_20140829,W875RX1_20140929,W875RX1_20141031,W875RX1_20141126,W875RX1_20141223,W875RX1_20150202,W875RX1_20150302,W875RX1_20150330,W875RX1_20150430,W875RX1_20150601,W875RX1_20150625,W875RX1_20150803,W875RX1_20150828,W875RX1_20150928,W875RX1_20151030,W875RX1_20151125,W875RX1_20151223,W875RX1_20160201,W875RX1_20160226,W875RX1_20160328,W875RX1_20160429,W875RX1_20160531,W875RX1_20160629,W875RX1_20160802,W875RX1_20160829,W875RX1_20160930,W875RX1_20161031,W875RX1_20161130,W875RX1_20161222,W875RX1_20170130,W875RX1_20170301,W875RX1_20170331,W875RX1_20170501,W875RX1_20170530,W875RX1_20170630,W875RX1_20170801,W875RX1_20170831,W875RX1_20170929,W875RX1_20171030,W875RX1_20171130,W875RX1_20171222,W875RX1_20180129,W875RX1_20180301,W875RX1_20180329,W875RX1_20180430,W875RX1_20180531,W875RX1_20180629,W875RX1_20180731,W875RX1_20180830,W875RX1_20180928,W875RX1_20181029,W875RX1_20181129,W875RX1_20181221,W875RX1_20190301,W875RX1_20190329,W875RX1_20190429,W875RX1_20190531,W875RX1_20190628,W875RX1_20190730,W875RX1_20190830,W875RX1_20190927,W875RX1_20191031,W875RX1_20191127,W875RX1_20191220,W875RX1_20200131,W875RX1_20200228,W875RX1_20200327,W875RX1_20200430,W875RX1_20200529,W875RX1_20200626,W875RX1_20200731,W875RX1_20200828,W875RX1_20201001,W875RX1_20201030,W875RX1_20201125,W875RX1_20201223,W875RX1_20210129,W875RX1_20210226,W875RX1_20210326,W875RX1_20210430,W875RX1_20210528,W875RX1_20210625,W875RX1_20210730,W875RX1_20210827,W875RX1_20211001,W875RX1_20211029,W875RX1_20211124,W875RX1_20211223,W875RX1_20220128,W875RX1_20220225,W875RX1_20220331,W875RX1_20220429,W875RX1_20220527,W875RX1_20220630,W875RX1_20220729,W875RX1_20220826,W875RX1_20220930,W875RX1_20221028,W875RX1_20221201,W875RX1_20221223,W875RX1_20230127,W875RX1_20230224,W875RX1_20230331,W875RX1_20230428,W875RX1_20230526,W875RX1_20230630,W875RX1_20230728,W875RX1_20230831,W875RX1_20230929,W875RX1_20231027,W875RX1_20231130,W875RX1_20231222,W875RX1_20240126,W875RX1_20240229,W875RX1_20240329,W875RX1_20240426,W875RX1_20240531,W875RX1_20240628,W875RX1_20240726,W875RX1_20240830,W875RX1_20240927,W875RX1_20241031,W875RX1_20241127,W875RX1_20241220,W875RX1_20250131,W875RX1_20250228,W875RX1_20250328,W875RX1_20250430,W875RX1_20250530,W875RX1_20250627,W875RX1_20250731,W875RX1_20250829,W875RX1_20250926,W875RX1_20251205,W875RX1_20251223,W875RX1_20260122,W875RX1_20260220,W875RX1_20260313,W875RX1_20260409
1992-11-01,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6023.3,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6020.5,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.3,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6512.2,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6946.0,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,6959.5,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6,7353.6
1992-12-01,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6245.5,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6242.7,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6778.1,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6777.9,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,6778.0,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7230.3,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7244.4,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0,7655.0
1993-01-01,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5948.8,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,5946.0,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.3,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6564.2,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6980.6,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,6994.2,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7,7390.7
1993-02-01,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5951.0,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,5948.3,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.4,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,6593.3,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7019.8,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7033.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5,7432.5
1993-03-01,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5936.5,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,5933.8,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6567.0,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,6992.7,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7006.3,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9,7403.9
1993-04-01,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6059.4,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6056.7,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.8,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,6624.6,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7071.8,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1,7473.1
1993-05-01,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6083.1,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6080.3,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.7,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.5,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,6625.6,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7061.1,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7074.8,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3,7476.3
1993-06-01,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6070.1,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6067.3,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.6,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,6606.4,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7042.5,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7056.2,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5,7456.5
1993-07-01,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6084.8,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6082.0,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.5,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,6624.4,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7062.1,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7075.8,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1,7477.1
1993-08-01,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6090.7,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6087.9,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.7,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,6635.6,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7074.3,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7088.1,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9,7489.9
1993-09-01,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6085.6,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6082.9,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.5,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,6618.4,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7054.7,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7068.4,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1,7469.1
1993-10-01,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6103.0,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6100.3,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.1,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,6589.0,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7026.6,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7040.3,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5,7439.5
